file	EN	PL	reason
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Sleep capacity: {p.SleepCapacity}	Miejsca do spania: {p.SleepCapacity}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Chamber multiplier: ×{mult:0.##}. Assign a purpose with prestige / honor / fear to see totals.	Mnożnik komnaty: ×{mult:0.##}. Przypisz przeznaczenie z prestiżem / honorem / postrachem, aby zobaczyć sumy.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Prestige {FmtPhp(t.Prestige)}  (purpose {FmtPhp(purpose.AdditivePrestige)} × ×{mult:0.##})\n	Prestiż {FmtPhp(t.Prestige)}  (przeznaczenie {FmtPhp(purpose.AdditivePrestige)} × ×{mult:0.##})\n	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Honor {FmtPhp(t.Honor)}  (purpose {FmtPhp(purpose.AdditiveHonor)} × ×{mult:0.##})\n	Honor {FmtPhp(t.Honor)}  (przeznaczenie {FmtPhp(purpose.AdditiveHonor)} × ×{mult:0.##})\n	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Fear {FmtPhp(t.Fear)}  (purpose {FmtPhp(purpose.AdditiveFear)} × ×{mult:0.##})	Postrach {FmtPhp(t.Fear)}  (przeznaczenie {FmtPhp(purpose.AdditiveFear)} × ×{mult:0.##})	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Purpose: {purpose}	Przeznaczenie: {purpose}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Occupant: {occupant}	Mieszkaniec: {occupant}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Size: {SeatRoomSizeCategory.OptionLabel(room.SizeCategory)} ({room.TileCount} tiles)	Rozmiar: {SeatRoomSizeCategory.OptionLabel(room.SizeCategory)} ({room.TileCount} pól)	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Material: {SeatRoomMaterial.OptionLabel(room.Material)}	Materiał: {SeatRoomMaterial.OptionLabel(room.Material)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Prestige multiplier: ×{room.PrestigeMultiplier:0.##} ({SeatRoomPrestige.FormulaHint(room.Material, room.TileCount)})	Mnożnik prestiżu: ×{room.PrestigeMultiplier:0.##} ({SeatRoomPrestige.FormulaHint(room.Material, room.TileCount)})	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	P/H/F: {FmtPhp(php.Prestige)} / {FmtPhp(php.Honor)} / {FmtPhp(php.Fear)}	P/H/P: {FmtPhp(php.Prestige)} / {FmtPhp(php.Honor)} / {FmtPhp(php.Fear)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Grid: ({room.GridX},{room.GridY}) {room.GridW}×{room.GridH}	Siatka: ({room.GridX},{room.GridY}) {room.GridW}×{room.GridH}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Layout: {SeatRoomLayout.IssueLabel(layoutIssue)}	Układ: {SeatRoomLayout.IssueLabel(layoutIssue)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Tiles: {room.TileCount} ({room.SizeCategory})	Pola: {room.TileCount} ({room.SizeCategory})	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Material: {SeatRoomMaterial.DisplayName(room.Material)}	Materiał: {SeatRoomMaterial.DisplayName(room.Material)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Prestige multiplier: ×{room.PrestigeMultiplier:0.##}	Mnożnik prestiżu: ×{room.PrestigeMultiplier:0.##}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Grid: ({room.GridX},{room.GridY}) {room.GridW}×{room.GridH}	Siatka: ({room.GridX},{room.GridY}) {room.GridW}×{room.GridH}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Layout: {SeatRoomLayout.IssueLabel(layoutIssue)}	Układ: {SeatRoomLayout.IssueLabel(layoutIssue)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Chamber moved — {SeatRoomLayout.IssueLabel(issue)}.	Przeniesiono komnatę — {SeatRoomLayout.IssueLabel(issue)}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	Added {SeatFloorLevel.Label(level)}.	Dodano {SeatFloorLevel.Label(level)}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/LordsSeatSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/MarchMapCanvas.razor	Map image not found at <code>@Document.ImageUrl</code>.	Nie znaleziono obrazu mapy pod <code>@Document.ImageUrl</code>.	unresolved line
DagoniteEmpire/Pages/Barony/Components/MarchMapCanvas.razor	@linked.Name @linked.House · @linked.Title · Wealth @linked.Wealth	@linked.Name @linked.House · @linked.Title · Zamożność @linked.Wealth	unresolved line
DagoniteEmpire/Pages/Barony/Components/MarchMapCanvas.razor	@mgLord.Name @mgLord.House · Wealth @mgLord.Wealth	@mgLord.Name @mgLord.House · Zamożność @mgLord.Wealth	unresolved line
DagoniteEmpire/Pages/Barony/Components/MarchMapLordTipBody.razor	@Lord.Title · @Lord.Holdings · Wealth @Lord.Wealth	@Lord.Title · @Lord.Holdings · Bogactwo @Lord.Wealth	unresolved line
DagoniteEmpire/Pages/Barony/Components/NameImprovementDialog.razor	Name this {MapImprovement.DisplayName(ImprovementKind).ToLowerInvariant()}	Nazwij: {MapImprovement.DisplayName(ImprovementKind).ToLowerInvariant()}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/NewLetterThreadDialog.razor	Max {BaronLetterRules.MaxInboundFromCorrespondent(_replyRegion)} inbound letter(s)/turn from this person (to the baron)	Maks. {BaronLetterRules.MaxInboundFromCorrespondent(_replyRegion)} przychodzących listów/turę od tej osoby (do barona)	interpolation/format
DagoniteEmpire/Pages/Barony/Components/OfficeSourcePpbTable.razor	@(inactive ? info.NameEn : null)	@(inactive ? info.NamePl : null)	non-texty literal
DagoniteEmpire/Pages/Barony/Components/OfficeSourcePpbTable.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/PpbSummaryChips.razor	@info.NameEn	@info.NamePl	non-texty literal
DagoniteEmpire/Pages/Barony/Components/PpbTable.razor	@info.NameEn	@info.NamePl	non-texty literal
DagoniteEmpire/Pages/Barony/Components/PpbVectorEditor.razor	{displayName} — significant for this office	{displayName} — istotne dla tego urzędu	interpolation/format
DagoniteEmpire/Pages/Barony/Components/PpbVectorEditor.razor	{displayName} — stored; influence rules coming later	{displayName} — zapisane; zasady wpływu wkrótce	interpolation/format
DagoniteEmpire/Pages/Barony/Components/ProjectAllocateDialog.razor	Transfer resources from your barony stocks into <strong>@Project.Name</strong>.	Przenieś zasoby z zapasów baronii do <strong>@Project.Name</strong>.	unresolved line
DagoniteEmpire/Pages/Barony/Components/ProjectAllocateDialog.razor	Payment method: <strong>@CostModeLabel(Project.EffectiveCostMode)</strong>.	Metoda płatności: <strong>@CostModeLabel(Project.EffectiveCostMode)</strong>.	unresolved line
DagoniteEmpire/Pages/Barony/Components/ProjectAllocateDialog.razor	Amount for {row.Name} exceeds available stock or remaining cost.	Ilość dla {row.Name} przekracza dostępny zapas lub pozostały koszt.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/ProjectCard.razor	@Project.AllocationPercent% funded · @CostModeShort(Project.EffectiveCostMode)	@Project.AllocationPercent% sfinansowano · @CostModeShort(Project.EffectiveCostMode)	unresolved line
DagoniteEmpire/Pages/Barony/Components/ProjectCard.razor	No cost defined for @CostModeShort(Project.EffectiveCostMode).	Brak zdefiniowanego kosztu dla @CostModeShort(Project.EffectiveCostMode).	unresolved line
DagoniteEmpire/Pages/Barony/Components/ProjectCard.razor	? $"{Project.TurnsRemaining} turn{(Project.TurnsRemaining == 1 ? "" : "s")} to complete (clock starts after full funding)"	? $"{Project.TurnsRemaining} tur do ukończenia (zegar startuje po pełnym sfinansowaniu)"	unresolved line
DagoniteEmpire/Pages/Barony/Components/ProjectCard.razor	: $"{Project.TurnsRemaining} turn{(Project.TurnsRemaining == 1 ? "" : "s")} left";	: $"{Project.TurnsRemaining} tur pozostało";	unresolved line
DagoniteEmpire/Pages/Barony/Components/ProjectCard.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/ProjectsBalanceSection.razor		projekt	non-texty literal
DagoniteEmpire/Pages/Barony/Components/ProjectsBalanceSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/ProjectsSection.razor	Return all allocated resources from “{item.Name}” to your stocks?	Zwrócić wszystkie przydzielone zasoby z „{item.Name}” do zapasów?	interpolation/format
DagoniteEmpire/Pages/Barony/Components/ProjectsSection.razor	Payment method set to {mode}.	Ustawiono metodę płatności: {mode}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/ProjectsSection.razor	Remove “{item.Name}”?	Usunąć „{item.Name}”?	interpolation/format
DagoniteEmpire/Pages/Barony/Components/RelationEditDialog.razor	Sum: @FormatAttitude(AttitudeSum) (@RelationCategory.AttitudeLabel(AttitudeSum))	Suma: @FormatAttitude(AttitudeSum) (@RelationCategory.AttitudeLabel(AttitudeSum))	unresolved line
DagoniteEmpire/Pages/Barony/Components/RelationModifiersDialog.razor	Sum: @FormatAttitude(AttitudeSum) (@RelationCategory.AttitudeLabel(AttitudeSum))	Suma: @FormatAttitude(AttitudeSum) (@RelationCategory.AttitudeLabel(AttitudeSum))	unresolved line
DagoniteEmpire/Pages/Barony/Components/RelationsSection.razor	Remove “{item.Name}”?	Usunąć „{item.Name}”?	interpolation/format
DagoniteEmpire/Pages/Barony/Components/ResourceStocksHero.razor	@info.NameEn	@info.NamePl	non-texty literal
DagoniteEmpire/Pages/Barony/Components/ResourceVectorTable.razor	@info.NameEn	@info.NamePl	non-texty literal
DagoniteEmpire/Pages/Barony/Components/SeatPurposeAssignDialog.razor	Chamber: <strong>@Room.Name</strong> — @Room.SizeCategory (@Room.TileCount tiles)	Komnata: <strong>@Room.Name</strong> — @Room.SizeCategory (@Room.TileCount pól)	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatPurposeAssignDialog.razor	Min size: @_selected.MinSizeCategory	Min. rozmiar: @_selected.MinSizeCategory	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatPurposeAssignDialog.razor	<text> · Typical occupant: @_selected.WhoOccupies</text>	<text> · Typowy mieszkaniec: @_selected.WhoOccupies</text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatPurposeAssignDialog.razor	<text> · Sleep: @_selected.SleepCapacity</text>	<text> · Nocleg: @_selected.SleepCapacity</text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatPurposeAssignDialog.razor	@IneligibleTemplates.Count() purpose(s) require a larger chamber.	@IneligibleTemplates.Count() przeznaczeń wymaga większej komnaty.	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatPurposeTemplatesSection.razor	Min chamber size: {t.MinSizeCategory}	Min. rozmiar komnaty: {t.MinSizeCategory}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/SeatPurposeTemplatesSection.razor	Occupied by: {t.WhoOccupies}	Zajmowane przez: {t.WhoOccupies}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/SeatPurposeTemplatesSection.razor	Sleep capacity: {t.SleepCapacity}	Miejsca do spania: {t.SleepCapacity}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/SeatPurposeTemplatesSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/SeatPurposeTemplatesSection.razor	Prestige {FmtPhp(t.AdditivePrestige)} · Honor {FmtPhp(t.AdditiveHonor)} · Fear {FmtPhp(t.AdditiveFear)}	Prestiż {FmtPhp(t.AdditivePrestige)} · Honor {FmtPhp(t.AdditiveHonor)} · Postrach {FmtPhp(t.AdditiveFear)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/SeatRoomEditDialog.razor	Size: @SeatRoomSizeCategory.OptionLabel(_room.SizeCategory) (@_room.TileCount tiles)	Rozmiar: @SeatRoomSizeCategory.OptionLabel(_room.SizeCategory) (@_room.TileCount pól)	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatRoomEditDialog.razor	Prestige multiplier = material bonus + size bonus (added, not multiplied).	Mnożnik prestiżu = premia materiału + premia rozmiaru (dodawane, nie mnożone).	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatRoomEditDialog.razor	Example: Bricks (1.3) + Large (1.5) = 2.8.	Przykład: Bricks (1.3) + Large (1.5) = 2.8.	unresolved line
DagoniteEmpire/Pages/Barony/Components/SeatRoomEditDialog.razor	Current suggestion: <strong>@SeatRoomPrestige.FormulaHint(_room.Material, _room.TileCount)</strong>.	Bieżąca sugestia: <strong>@SeatRoomPrestige.FormulaHint(_room.Material, _room.TileCount)</strong>.	unresolved line
DagoniteEmpire/Pages/Barony/Components/SocialGroupRelationEditDialog.razor	Label: <b>@SocialRelation.Label(_relationScore)</b>	Relacja: <b>@SocialRelation.Label(_relationScore)</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/SocialGroupRelationEditDialog.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/SocialGroupRelationsSection.razor	Edit {row.Group}	Edytuj {row.Group}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/SocialGroupRelationsSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/SourcePpbTable.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/TerrainImprovementsSection.razor	A village {palisade}, owned by lord {owner}.	Wioska {palisade}, własność lorda {owner}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/TerrainImprovementsSection.razor	    private static string PpbShort(Ppb p) => p switch |     { |         Ppb.Food => "Food", |         Ppb.Economy => "Econ", |         Ppb.Production => "Prod", |         Ppb.Loyalty => "Loy", |      	    private static string PpbShort(Ppb p) => PpbCatalog.Short(p);	unbalanced hunk
DagoniteEmpire/Pages/Barony/Components/TerrainMapSizePanel.razor	Current size: <strong>@Width</strong> × <strong>@Height</strong>	Aktualny rozmiar: <strong>@Width</strong> × <strong>@Height</strong>	unresolved line
DagoniteEmpire/Pages/Barony/Components/TerrainMapSizePanel.razor	(min @MapGrid.MinSize … max @MapGrid.MaxSize)	(min @MapGrid.MinSize … maks @MapGrid.MaxSize)	unresolved line
DagoniteEmpire/Pages/Barony/Components/TradeGoodsPpbSummarySection.razor		towar	non-texty literal
DagoniteEmpire/Pages/Barony/Components/TradeTreatiesSection.razor		traktat	non-texty literal
DagoniteEmpire/Pages/Barony/Components/TradeTreatiesSection.razor	Treaty with {lord.Name} {lord.House}	Traktat z {lord.Name} {lord.House}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/TradeTreatiesSection.razor	@lord.Title · @lord.Holdings · Wealth @lord.Wealth	@lord.Title · @lord.Holdings · Bogactwo @lord.Wealth	unresolved line
DagoniteEmpire/Pages/Barony/Components/TradeTreatyBonusSummary.razor	<span class="projects-summary__item">@_receivedCount good@(_receivedCount == 1 ? "" : "s") from treaties</span>	<span class="projects-summary__item">@_receivedCount dóbr z traktatów</span>	unresolved line
DagoniteEmpire/Pages/Barony/Components/TradeTreatyEditDialog.razor	+ you pay · − you receive	+ płacisz · − otrzymujesz	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitCaptainPickDialog.razor	@UnitName — pick a free courtier (1 courtier ↔ 1 unit).	@UnitName — wybierz wolnego dworzanina (1 dworzanin ↔ 1 oddział).	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitCaptainPickDialog.razor	Pick a free courtier (1 courtier ↔ 1 unit).	Wybierz wolnego dworzanina (1 dworzanin ↔ 1 oddział).	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Pending XP: <b>@XpSpentPending</b>	Oczekujące XP: <b>@XpSpentPending</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	· left <b>@Unit.RemainingPd</b>	· pozostało <b>@Unit.RemainingPd</b>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	<text> · free attrs <b>@FreeAttrsSpentPending</b></text>	<text> · wolne atrybuty <b>@FreeAttrsSpentPending</b></text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	<text>@TurnsLeftLabel left</text>	<text>pozostało @TurnsLeftLabel</text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	re-equip · awaiting resources	przezbrojenie · oczekuje na zasoby	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	re-equip · {TurnsLeftLabel} left	przezbrojenie · pozostało {TurnsLeftLabel}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	reinforce · awaiting resources	uzupełnienie · oczekuje na zasoby	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	reinforce · {TurnsLeftLabel} left	uzupełnienie · pozostało {TurnsLeftLabel}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Choose a free courtier as this unit’s captain (1 courtier ↔ 1 unit).	Wybierz wolnego dworzanina na kapitana tego oddziału (1 dworzanin ↔ 1 oddział).	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Courtier captain of this unit (1 courtier ↔ 1 unit).	Dworzanin — kapitan tego oddziału (1 dworzanin ↔ 1 oddział).	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	{n} turns	{n} tury	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Reinforce project “{created.Project.Name}” created — fund it on Projects.	Utworzono projekt uzupełnienia “{created.Project.Name}” — sfinansuj go w Projektach.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Change equipment project “{created.Project.Name}” created — fund it on Projects.	Utworzono projekt zmiany wyposażenia “{created.Project.Name}” — sfinansuj go w Projektach.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Unit “{Unit.Name}” is now Active.	Oddział “{Unit.Name}” jest teraz aktywny.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Permanently delete “{Unit.Name}” from the Army roster? This cannot be undone.	Trwale usunąć “{Unit.Name}” z listy Armii? Tej operacji nie można cofnąć.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCardSection.razor	Unit “{Unit.Name}” deleted.	Oddział “{Unit.Name}” usunięty.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitChangeEquipmentDialog.razor	Cost is scaled by current troops (@Unit.TroopCount/@UnitRules.DefaultTroopCount).	Koszt jest skalowany bieżącą liczebnością (@Unit.TroopCount/@UnitRules.DefaultTroopCount).	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitChangeEquipmentDialog.razor	Gear quality stays as set by the GM (@CurrentQuality).	Jakość sprzętu pozostaje ustawiona przez MG (@CurrentQuality).	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitChangeEquipmentDialog.razor	Craft · Buy (Mkt) · Defense (2×Mkt). Costs below already include troop scale.	Wytwórz · Kup (Ryn) · Obrona (2×Ryn). Koszty poniżej uwzględniają już skalę liczebności.	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	Skill ({AttackSkillName}) + weapon attack (± quality) + commander + other + casualty loss.	Umiejętność ({AttackSkillName}) + atak broni (± jakość) + dowódca + inne + straty.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	Highest eligible defense skill ({DefenseSkillName}): Dodges always; Shields only with a shield; Armor only with armor. Plus gear defense + commander + other + casualty loss.	Najwyższa kwalifikująca się umiejętność obrony ({DefenseSkillName}): Uniki zawsze; Tarcze tylko z tarczą; Pancerz tylko z pancerzem. Plus obrona sprzętu + dowódca + inne + straty.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	Highest eligible defense skill ({DefenseSkillName})	Najwyższa kwalifikująca się umiejętność obrony ({DefenseSkillName})	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	Weapon damage (± quality) + {UnitAttr.Label(Combat.DamageAttrKey ?? UnitAttr.Build)} (from primary weapon skill) + other.	Obrażenia broni (± jakość) + {UnitAttr.Label(Combat.DamageAttrKey ?? UnitAttr.Build)} (z głównej umiejętności broni) + inne.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	{UnitAttr.Label(Combat.DamageAttrKey ?? UnitAttr.Build)} linked to the equipped weapon's skill	{UnitAttr.Label(Combat.DamageAttrKey ?? UnitAttr.Build)} powiązane z umiejętnością wyposażonej broni	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	{race.Name}: Move +{race.MoveBonus}.	{race.Name}: Ruch +{race.MoveBonus}.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	{tipTitle}\n\n{lines}\n\nClick to edit sources.	{tipTitle}\n\n{lines}\n\nKliknij, aby edytować źródła.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	Maximum = Build×2 + Will×2 + Endurance + Discipline×3 + other + casualty loss. Current tracks wounds in play.	Maksimum = Build×2 + Will×2 + Endurance + Discipline×3 + inne + straty. Bieżące odzwierciedla rany w trakcie gry.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	{UnitCombatStatKey.Label(statKey)} — other	{UnitCombatStatKey.Label(statKey)} — inne	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitCombatBreakdown.razor	{UnitCombatStatKey.Label(statKey)} — other	{UnitCombatStatKey.Label(statKey)} — inne	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Experience points (XP) left to spend after training. Attribute = target × 10; base skill = level × 3; specialization = level × 1 (≤ parent); discipline = current level.	Punkty doświadczenia (XP) pozostałe do wydania po szkoleniu. Atrybut = cel × 10; umiejętność bazowa = poziom × 3; specjalizacja = poziom × 1 (≤ rodzic); dyscyplina = bieżący poziom.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Build = strength/endurance/size · Agility = dexterity/mobility · Will = courage/mental grit · Perception = senses/intuition. Raise cost = target level × 10 XP.	Budowa = siła/wytrzymałość/postura · Zwinność = zręczność/mobilność · Wola = odwaga/hart ducha · Percepcja = zmysły/intuicja. Koszt podniesienia = poziom docelowy × 10 XP.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Base skills: Total = Base + Other (no attribute). Specializations: Total = parent + linked attr + Base + Other. Base skill XP = level × 3; specialization = level × 1 (cannot exceed parent).	Umiejętności bazowe: Suma = Baza + Other (bez atrybutu). Specjalizacje: Suma = rodzic + powiązany atr. + Baza + Other. XP umiejętności bazowej = poziom × 3; specjalizacja = poziom × 1 (nie może przekroczyć rodzica).	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Primary weapon. Quality adjusts Atk and Dmg (Good +1 / Poor −1).	Broń główna. Jakość zmienia Atk i Dmg (Good +1 / Poor −1).	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	<text> · Free attrs <b>@Unit.FreeAttributePoints</b></text>	<text> · Wolne atr. <b>@Unit.FreeAttributePoints</b></text>	unresolved line
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Raise {fullLabel} to {baseVal + 1} (uses 1 free attribute point).	Podnieś {fullLabel} do {baseVal + 1} (używa 1 wolnego punktu atrybutu).	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Raise {fullLabel} to {baseVal + 1} — costs {cost} XP.	Podnieś {fullLabel} do {baseVal + 1} — kosztuje {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Raise Discipline to {Unit.Discipline + 1} — costs {cost} XP.	Podnieś Dyscyplinę do {Unit.Discipline + 1} — kosztuje {cost} XP.	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Base: {baseVal}	Baza: {baseVal}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Total: {effective}	Suma: {effective}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	\nClick the value to edit named Other sources.	\nKliknij wartość, aby edytować nazwane źródła Other.	non-texty literal
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Gear ({_armor.Name}): {FormatSigned(_armor.AgilityPenalty)}	Sprzęt ({_armor.Name}): {FormatSigned(_armor.AgilityPenalty)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Gear ({_shield.Name}): {FormatSigned(_shield.AgilityPenalty)}	Sprzęt ({_shield.Name}): {FormatSigned(_shield.AgilityPenalty)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Gear: {FormatSigned(Unit.AttrPenaltyAgility)}	Sprzęt: {FormatSigned(Unit.AttrPenaltyAgility)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	Gear: {FormatSigned(Unit.AttrPenaltyBuild)}	Sprzęt: {FormatSigned(Unit.AttrPenaltyBuild)}	interpolation/format
DagoniteEmpire/Pages/Barony/Components/UnitDraftCardPreview.razor	{fullLabel} — other	{fullLabel} — inne	interpolation/format
